Id,SalePrice
2,167344.81373784202
4,131346.9133850469
6,168245.0728750279
7,201394.40216378172
17,178097.46104747255
18,204977.99682274007
22,187589.1322761374
27,198852.57812613627
31,171546.55405654604
36,187477.58077007515
39,236029.46341801842
40,194954.3888529809
42,201261.66042805807
46,215026.5659175587
53,169795.64227294733
58,176282.77042172762
61,179598.26334003214
72,215788.64614418987
79,172579.18962988237
80,146090.5061774577
82,181119.6838045152
83,128253.97825841045
85,202793.0349285002
88,161141.8256016179
92,177836.0665444044
93,177137.55588460603
95,132593.0314740871
102,181613.2910520288
103,191323.83033385873
106,165514.86081086408
107,151549.38583209697
110,184285.27520707995
114,179078.9888215185
116,170081.3466555353
117,158099.73032874765
118,185444.87756706282
125,179424.99764866516
126,160902.61642801377
127,164004.30210466628
128,177629.1481491776
134,159804.77500376804
135,208033.7687762619
137,156570.6515950785
143,156568.6257283821
147,154046.50420761952
148,188800.31874661366
150,132132.57502506213
156,188944.81312357547
157,187627.89544437613
159,179877.32063868194
161,141990.79086844323
167,160749.3798656966
170,187820.79232193026
171,141435.3692369031
175,148266.04064845614
179,125259.30036903765
181,140541.98724957218
186,98246.88105337713
193,92214.22599164887
194,158471.0548166895
206,170937.09943403554
208,116403.63237112245
210,150268.63012355685
211,128488.15338138194
212,139676.9851977037
214,100294.51426114814
215,155488.1182450397
217,152281.56509755348
222,185160.10683931602
227,175822.45186339028
228,178707.6206130181
233,181184.3078794404
235,190020.51586950308
238,181551.79771345964
241,174288.79573753738
252,161207.04476788288
253,158189.363098001
256,192916.49362475646
257,214447.61280597944
258,166108.26258050496
259,154977.17796790932
261,171992.67792959037
263,197437.14658053743
266,163471.06487948008
267,149438.3742031526
270,186611.08003360982
271,177216.39292398427
276,134438.2372622376
285,205744.27167144866
288,171138.00333653187
289,123698.02965592018
290,180648.31534301047
291,135125.22985530578
292,120066.23064886642
293,114913.4542293511
294,163741.1565246529
295,165412.7917648366
304,163711.59959592152
322,177967.30150897396
326,189205.2415740407
327,160667.82376331024
328,226334.47749358357
331,193912.8195286327
332,144265.71038829893
333,155887.7329861292
335,151097.68728972934
337,140949.12051329887
342,139507.9981955617
343,185223.90191678272
347,174534.7990790785
350,186137.00799738217
352,219937.85726198554
358,228358.10707955592
359,166024.53614451044
360,150126.71265467163
368,224834.78760004885
369,223083.258945451
373,162003.99484038318
377,133624.79195284308
383,186554.16045846482
386,146708.8526584468
387,156151.15354930935
390,152259.0679281817
391,160464.89041761766
395,174202.45141536213
397,185214.26735587695
398,206135.68101102434
401,185945.42306831235
404,148951.4314974923
408,193261.0013516946
409,175277.08269337768
410,150647.31564308525
418,140875.2418461797
422,234386.7624284703
427,203645.06887367708
431,213821.79947490315
433,218672.5390181307
437,194054.99259329203
438,202127.9662495269
442,204219.49896616873
447,192402.30045893093
459,187032.37354986905
460,172872.4822157382
464,191283.03777675176
465,152293.1343369114
467,168693.58679247228
468,177967.53790715875
474,160086.7731987056
480,165457.75027934936
481,176509.07921170234
483,235417.3448311204
488,158429.74839396976
492,160883.13529420525
494,169356.86739048478
499,190948.4842222974
500,185434.9968258643
501,203377.57236545935
503,186721.1757383229
506,183214.8079318562
508,183468.3569733882
511,197534.58340960075
515,181626.55230215855
519,195672.19816747465
521,178239.79880627958
530,161699.77859425574
532,174391.0564193046
534,159098.84789166276
540,150339.7513074221
541,141285.18636296547
551,167756.9784942798
552,145588.19220474613
554,153159.9191293731
555,176856.6639053712
556,184757.89638838297
557,187028.33059701326
565,203341.5972839854
566,160439.98734405576
567,182754.13253486174
569,190775.13799332184
570,201212.4996670326
574,184014.79787979793
575,197025.50007104065
576,147990.27045733377
577,129842.63078252283
578,100616.77387877242
583,203736.03868661835
584,154585.5482642931
585,150530.76444097288
587,174183.68514383235
593,148799.58433537095
597,160017.56587469144
598,197277.82612837298
599,151130.61660700347
600,214080.03028253876
605,161257.43226135534
607,189695.7778502115
608,190945.1218167452
611,179964.226602095
616,132342.374933076
625,199494.97873742788
629,142347.07156724355
630,138808.36513287906
631,179217.93871119618
640,178035.078909145
642,140422.94180949355
643,153256.55812835397
646,166735.1774071346
647,234994.96526624868
655,180465.80703804566
659,163099.90231979085
663,185578.80831913633
665,137620.85336697946
667,137671.4314279204
673,171500.25460760738
676,160783.80455547303
680,142253.7715006784
682,128548.08889121383
687,147833.9332668233
688,138683.24330853252
692,114774.02804425819
693,155661.07848568357
695,135519.39966411458
697,166030.88062510325
700,73120.10325127817
702,115846.43280539238
703,133284.75265214266
704,122580.81320019827
712,176910.76265787182
713,107323.45062747257
717,118807.05727172812
720,113179.26564800585
721,144849.8342540384
726,154465.11168791036
733,135944.34616731995
736,160964.3637069219
738,167597.2131324598
741,154726.26935712056
743,135574.6926991048
745,147775.94741781696
750,150702.03363671858
756,166013.0737375172
757,89826.50256123653
758,66604.9607203302
760,171907.66424222293
765,180854.56673173155
775,201018.19892908965
776,205276.9814013607
780,158067.70520110466
783,180365.34221182327
790,172276.4794073487
795,145483.27992387876
796,178837.540961617
797,165897.76747622757
798,144898.49402217736
804,160142.191245936
805,161131.24202477897
806,138322.08519918463
808,120384.28924054067
814,189517.60093450526
818,193800.3918553216
821,172694.9502817747
822,185944.35467645948
825,188569.68255141005
827,184137.0168609475
830,182890.51512568977
834,183341.2391147239
835,174500.1611395552
842,191288.56215363042
845,174567.49821205408
852,176879.38070724404
857,193329.6202643343
858,153771.78967891293
859,178573.21191160014
860,176126.44512423166
861,208987.49846171087
864,150405.48725837396
868,140436.0890947712
869,141068.34280185835
872,172993.40638167138
