Id,SalePrice
2,140458.87527694998
4,268794.9074892637
6,210636.26099341555
7,192822.8489830972
17,177142.59927439413
18,265315.4199214475
22,189275.9827654956
27,145255.153812165
31,146172.28598035843
36,165642.69357446666
39,279764.29705864354
40,219201.47575321645
42,259504.30291668864
46,207887.58011494816
53,184658.4309376465
58,164274.2729890567
61,282857.17363663175
72,199926.44776593745
79,140967.6071789553
80,209619.35745443284
82,185389.58607563414
83,115785.99664907262
85,173284.8116223614
88,148296.54105835615
92,267322.64128301165
93,257943.632982516
95,207538.56976784312
102,198893.04469281598
103,185385.51334782195
106,223050.78112268486
107,156586.73114477686
110,201313.25241505427
114,194243.05450623218
116,190969.6916169667
117,180956.3437634445
118,168472.94102191096
125,178420.83265306582
126,183096.91275622332
127,175009.94804364958
128,230240.29531558332
134,169068.02153483708
135,185412.6307969317
137,219025.90277555856
143,164501.41328539254
147,167216.013461118
148,184964.75212449324
150,177807.6159289548
156,160433.63601322443
157,147532.0275250091
159,143503.69173504843
161,297079.8546354568
167,153991.71391651663
170,182541.57937491444
171,141813.76121514512
175,156286.922509318
179,179578.67872591905
181,145404.12108875692
186,232011.55675555358
193,212003.85378936055
194,121116.56354671746
206,117846.32241376332
208,193617.11556486174
210,186859.69512425075
211,157527.38863150257
212,149644.85830768774
214,174178.54490799992
215,170023.1250464558
217,177225.085138553
222,172917.63562937026
227,170581.03335580867
228,178481.0939778481
233,199153.4968857961
235,206957.7079398521
238,151619.36826877174
241,174864.932187768
252,181386.06626584585
253,188690.2508551219
256,160084.82775883662
257,151352.37317095697
258,183422.64677616718
259,215421.97989573373
261,174121.98748854705
263,140046.0022833194
266,227759.47750987098
267,233174.35995851603
270,167358.902170807
271,216331.1605453796
276,158010.66018472638
285,168469.34145207488
288,110012.06654958028
289,202062.11154693709
290,120213.21204475765
291,214922.73180176248
292,168204.40283331295
293,242919.17427412627
294,219360.9554645427
295,212588.5357355346
304,144380.5841115782
322,269083.0244615928
326,165928.99322496884
327,145539.61781893246
328,141470.24609568078
331,126202.49803532696
332,137842.25944819956
333,145539.61781893246
335,167437.56676258444
337,223191.62906467522
342,145255.153812165
343,178565.6687742206
347,179744.5263316613
350,274828.24001027754
352,177409.68446144846
358,171748.02255291858
359,197187.5482658258
360,186959.11384244403
368,247791.95064296608
369,213570.71745951404
373,177386.65207583265
377,276784.69315655075
383,229075.4259811318
386,219225.75927650632
387,220686.35759721807
390,158867.0995752199
391,174297.25988571977
395,165377.33372299315
397,158778.70398565824
398,139562.79494140943
401,139758.45757917417
404,158835.75327967454
408,155286.44634069235
409,148555.83590502365
410,166206.60477437283
418,143426.35533374434
422,341490.7435008615
427,288105.3225970373
431,286285.4935427466
433,341651.4173682644
437,321410.2626569279
438,230400.6629881819
442,258603.71610029347
447,216565.74868957096
459,275447.49068235065
460,243501.19116641008
464,209522.43344207073
465,189064.3910975633
467,195378.45287432973
468,192873.72158450814
474,184658.4309376465
480,201667.70838919148
481,195660.02606592784
483,203167.81817601493
488,192240.06793451746
492,174281.0549836
494,164274.2729890567
499,290339.27545421757
500,266937.93884375587
501,251206.50293808067
503,246042.62676588248
506,215015.1182418424
508,215112.10701734267
511,216666.5041525311
515,223307.90701694952
519,199183.13608782776
521,211968.63708050974
530,231241.15450902714
532,204881.4989278509
534,175991.0903562442
540,166616.13514304164
541,163391.1445344163
551,179212.93954033192
552,186942.32252192602
554,128741.08000176375
555,145295.35976495282
556,150288.50915856066
557,136146.09857042003
565,225285.57227414454
566,290576.55507903185
567,183060.31590446626
569,224409.04254403862
570,195996.7725834636
574,217598.13280922637
575,246598.18937750108
576,183930.55249763213
577,214033.2658653587
578,237490.2246722908
583,211436.67178207956
584,232929.8534798386
585,170647.62959248095
587,195389.02021261049
593,205834.24098749444
597,212449.8247987854
598,175797.73795164807
599,163204.79808682972
600,140773.95199100816
605,187276.328200913
607,193701.2770332907
608,164419.4838936171
611,177910.70223657225
616,181243.5171420354
625,175316.4136699581
629,176418.5556482303
